"","Id","Id2","County","2010-CENSUS","April 1, 2010 - Estimates Base","2010","2011","2012","2013","2014","2015","2016","2017"
"72","0500000US05143",5143,"Washington County, Arkansas",203065,203041,203970,207734,211222,215525,219442,223851,227600,231996
